[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Shoot] 時間: 21.62s | 弾数:142/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.62s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.63s | 弾数:141/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.63s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.65s | 弾数:140/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.65s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.67s | 弾数:139/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.67s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.68s | 弾数:138/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.68s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.70s | 弾数:137/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.70s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.72s | 弾数:136/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.72s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.73s | 弾数:135/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.73s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.75s | 弾数:134/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.77s | 弾数:133/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.78s | 弾数:132/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.80s | 弾数:131/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.82s | 弾数:130/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.83s | 弾数:129/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.85s | 弾数:128/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.87s | 弾数:127/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.88s | 弾数:126/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.90s | 弾数:125/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.92s | 弾数:124/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.93s | 弾数:123/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.95s | 弾数:122/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.97s | 弾数:121/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 21.98s | 弾数:120/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 21.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.00s | 弾数:119/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.02s | 弾数:118/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.03s | 弾数:117/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.05s | 弾数:116/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.05s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.07s | 弾数:115/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.07s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.08s | 弾数:114/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.08s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.10s | 弾数:113/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.10s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.12s | 弾数:112/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.12s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.13s | 弾数:111/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.13s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.15s | 弾数:110/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.15s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.17s | 弾数:109/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.17s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.18s | 弾数:108/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.18s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.20s | 弾数:107/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.20s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.22s | 弾数:106/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.22s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Stack] Applied Skill 1: 高速進化 (自己強化)_Stage_0 (Stack:Evolution 5->5) to モダニア
[Stack] Applied Skill 1: 高速進化 (自己強化)_Stage_1 (Stack:EvolutionPenalty 5->5) to モダニア
[Shoot] 時間: 22.23s | 弾数:105/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.23s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.25s | 弾数:104/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.25s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.27s | 弾数:103/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.27s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.28s | 弾数:102/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.28s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.30s | 弾数:101/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.30s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.32s | 弾数:100/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.32s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.33s | 弾数: 99/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.33s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.35s | 弾数: 98/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.35s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.37s | 弾数: 97/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.37s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.38s | 弾数: 96/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.38s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.40s | 弾数: 95/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.40s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.42s | 弾数: 94/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.42s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.43s | 弾数: 93/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.43s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.45s | 弾数: 92/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.45s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.47s | 弾数: 91/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間: 22.47s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間: 22.48s | 弾数: 90/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
